id,fechaCaptura,ejercicioFiscal,rfc,curp,nombres,primerApellido,segundoApellido,tipoArea,nivelResponsabilidad,tipoProcedimiento,observaciones,ramo.clave,ramo.valor,genero.clave,genero.valor,institucionDependencia.nombre,institucionDependencia.siglas,institucionDependencia.clave,puesto.nombre,puesto.nivel,superiorInmediato.nombres,superiorInmediato.primerApellido,superiorInmediato.segundoApellido,superiorInmediato.curp,superiorInmediato.rfc,superiorInmediato.puesto.nombre,superiorInmediato.puesto.nivel,puesto,superiorInmediato.genero.clave,superiorInmediato.genero.valor,institucion_merge
f3048f01-1e4e-457f-a348-f274b623db65,2015-12-17T21:42:03Z,2015,CACR731110B20,CACR731110HAGZRB03,Rebeca,Cazares,Corral,[],"[{'clave': 'A', 'valor': 'ATENCIÓN'}, {'clave': 'O', 'valor': 'OTRO'}]","[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,FONDO ESPECIAL DE ASISTENCIA TECNICA Y GARANTIA PARA LOS CREDITOS AGROPECUARIOS,O ES,OND,,,Lisandro,LOBETO,IBARLUCEA,LOIL740410HOXBRS19,LOIL740410E68,Director General,K31,Subdirector de Area,M,MASCULINO,fondoespecialdeasistenciatecnicaygarantiaparaloscreditosagropecuarios
84e70a2b-26ef-496f-9e91-028ac7a1c545,2016-02-13T02:15:54Z,2016,LEPD850016B98,LEPD850016HDFVLG01,Diego,Leiva,Polanco,"[{'clave': 'O', 'valor': 'OTRA'}, {'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}, {'clave': 'T', 'valor': 'TÉCNICA'}]",[],"[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}, {'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,EDUCAL S.A. DE C.V.,AL S,DUC,,,Enriqueta,KAIDI,REZA,KARE700314MOXDZR81,KARE700314E99,Director General,K31,Jefe de Departamento,F,FEMENINO,educalsadecv
311b78cd-ec6d-42ac-ba80-0373d6455b9f,2020-12-05T19:36:08Z,2020,AGCM730518A39,AGCM730518HDFSRR02,Mario,Agosto,Coronado,"[{'clave': 'R', 'valor': 'REQUIRENTE'}, {'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}, {'clave': 'C', 'valor': 'CONTRATANTE'}]",[],[],,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,CFE CORPORATIVO,CORP,FE ,,,Jiya,CHIESA,MARIBLANCA,CHMJ710613MOXHRY95,CHMJ710613D71,Titular de Unidad,J31,Subdirector de Area,F,FEMENINO,cfecorporativo
ed5a5f86-d77b-47df-9167-db9a1de898d3,2015-09-26T18:44:11Z,2015,ABBA870314E11,ABBA870314MSNRRN07,Adán,Abrego,Bernal,"[{'clave': 'O', 'valor': 'OTRA'}]",[],"[{'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,TRANSPORTADORA DE SAL S.A. DE C.V.,SPOR,RAN,,,Doloris,FLETES,SCHULLER,FLSD930221MVZLCL39,FLSD930221B50,Director General,K31,Subadministrador,F,FEMENINO,transportadoradesalsadecv
d9fbc491-cbbf-4ff0-9459-d073c4d82a7c,2017-08-08T08:10:14Z,2017,MEVD701122A15,MEVD701122HVZDRL05,Dolores,Medina,Verdugo,"[{'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}]",[],"[{'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}, {'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,COMISION NACIONAL DE AREAS NATURALES PROTEGIDAS,SION,OMI,,,Margarite,CATARINEU,LUZAN,CALM991004MVZTZR86,CALM991004D65,Director General,K31,Gobernador/a del Estado,F,FEMENINO,comisionnacionaldeareasnaturalesprotegidas
a056e5ec-13a5-4cf0-8d34-805897c5ee43,2015-05-09T02:18:02Z,2015,ROSA771127A16,ROSA771127HPUMLX07,Alexander,Romero,Soliz,"[{'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}, {'clave': 'O', 'valor': 'OTRA'}]",[],[],,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,CFE CORPORATIVO,CORP,FE ,,,Gracia,BOUTAHAR,MALLEN,BOMG740416MVZTLR98,BOMG740416E92,Jefe de departamento,O21,Administrador,F,FEMENINO,cfecorporativo
f8bb9bd2-271d-4a3b-b62a-00321708a83f,2015-06-23T15:29:53Z,2015,KIMT890421B23,KIMT890421HSNNND01,Teodoro,Kindelan,Montemayor,"[{'clave': 'O', 'valor': 'OTRA'}, {'clave': 'C', 'valor': 'CONTRATANTE'}, {'clave': 'T', 'valor': 'TÉCNICA'}]",[],"[{'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,ITUT,NST,,,Codie,PANTION,AJURIA,PAAC880810MOXNRD89,PAAC880810A62,Subdirector,N31,Administrador,F,FEMENINO,institutonacionaldelaspersonasadultasmayores
9c29eee7-ce9f-42ab-833d-d82071d66974,2016-05-20T13:34:53Z,2016,SAME750406E50,SAME750406HDFLNN03,Elena,Salas,Mondragón,"[{'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}, {'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}]","[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,"FONATUR CONSTRUCTORA, S.A. DE C.V.",TUR ,ONA,,,Shaylin,LISTE,VIECO,LIVS810526MOXSCH43,LIVS810526A45,Director General,K31,Director de Area,F,FEMENINO,fonaturconstructorasadecv
d6ea2bc7-4d37-4f16-b4df-47ccf22f9e07,2015-01-16T01:49:22Z,2015,HEAR740123D38,HEAR740123MPURYS04,Rosa María,Hernández,Aguayo,[],[],[],,28,Participaciones a Entidades Federativas y Municipios,F,FEMENINO,CENTRO DE ENSEÑANZA TECNICA INDUSTRIAL.,RO D,ENT,,,Miriah,LUCENA,LLUSAR,LULM861211MVZCLR90,LULM861211E44,Director,M32,Subdirector de Area,F,FEMENINO,centrodeensenanzatecnicaindustrial
d6dc8577-3756-4af8-880d-4515c0c5ce05,2016-05-07T08:43:34Z,2016,RUCG840324A42,RUCG840324HVZLRL09,Guillermo,Ruelas,Carvajal,[],"[{'clave': 'T', 'valor': 'TRAMITACIÓN'}, {'clave': 'R', 'valor': 'RESOLUCIÓN'}]",[],,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,"EL COLEGIO DE MEXICO, A.C.",OLEG,L C,,,Karlos,FERRERA,OSABA,FEOK771223HDFRBR63,FEOK771223A91,Director General Adjunto,L31,Analista,M,MASCULINO,elcolegiodemexicoac
39b71702-3444-436c-b5af-33c1662aa8ef,2015-04-18T01:16:29Z,2015,GIBB840714A81,GIBB840714MVZLRN04,Benito,Gil,Briones,"[{'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}]","[{'clave': 'T', 'valor': 'TRAMITACIÓN'}]","[{'clave': 5, 'valor': 'OTRO'}]",,28,Participaciones a Entidades Federativas y Municipios,F,FEMENINO,TECNOLOGICO NACIONAL DE MEXICO,OLOG,ECN,,,Aspyn,TESOURO,FORMENTO,TEFA880904MDFSRP21,TEFA880904A22,Director,M32,Subdirector de Area,F,FEMENINO,tecnologiconacionaldemexico
01f819b6-03de-4683-997b-525ff42c9f88,2020-03-15T07:28:29Z,2020,GAAP830802B66,GAAP830802HSNRYL07,Paola,Garrido,Aguayo,"[{'clave': 'O', 'valor': 'OTRA'}, {'clave': 'R', 'valor': 'REQUIRENTE'}]",[],"[{'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,ADMINISTRACION DEL PATRIMONIO DE LA BENEFICENCIA PUBLICA,NIST,DMI,,,Ellamae,REDAL,VIANA,REVE970215MVZDNL38,REVE970215B92,Subdirector,N31,Secretario/a de Estado A,F,FEMENINO,administraciondelpatrimoniodelabeneficenciapublica
9be1d92c-45ed-4bd5-9b70-d419640b6e39,2016-02-26T09:04:10Z,2016,ZÚBJ821125B78,ZÚBJ821125HDFÑDN01,Juan Carlos,Zúñiga,Badillo,"[{'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}]","[{'clave': 'T', 'valor': 'TRAMITACIÓN'}]","[{'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,CFE GENERACIÓN II,GENE,FE ,,,Genevie,MANZANERO,MAYE,MAMG790712MDFNYN79,MAMG790712B39,Subdirector,N31,Secretario/a de Estado A,F,FEMENINO,cfegeneracionii
ba618de7-8695-4a5c-8eb6-741ce806a477,2020-03-15T21:01:35Z,2020,LÓGI770722D59,LÓGI770722HAGPRN02,Ivan,López,Guerra,"[{'clave': 'O', 'valor': 'OTRA'}]","[{'clave': 'A', 'valor': 'ATENCIÓN'}]","[{'clave': 5, 'valor': 'OTRO'}, {'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,RO D,ENT,,,Allyn,VITORICA,CIFRE,VICA880609MVZTFL78,VICA880609D71,Jefe de departamento,O21,Director General Paraestatal A,F,FEMENINO,centrodeinvestigacionenquimicaaplicada
7443f16d-4671-47bb-881a-45781a9ac7a7,2015-02-17T11:41:40Z,2015,VEQG870101A89,VEQG870101HSNLNB02,Gabriela,Vela,Quinta,"[{'clave': 'O', 'valor': 'OTRA'}]",[],"[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,CENTRO NACIONAL DE EXCELENCIA TECNOLOGICA EN SALUD,RO N,ENT,,,Ettie,BROSSA,VILLACE,BRVE740814MDFRLT33,BRVE740814C40,Director General,K31,Subdirector de Area,F,FEMENINO,centronacionaldeexcelenciatecnologicaensalud
1edf0858-ae25-4a88-88dd-a704addedbf6,2015-05-10T04:19:39Z,2015,ZACE850003D52,ZACE850003HSNVVR06,Enrique,Zavala,Cavazos,"[{'clave': 'O', 'valor': 'OTRA'}, {'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'R', 'valor': 'RESOLUCIÓN'}]","[{'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,CONSEJO NACIONAL PARA EL DESARROLLO Y LA INCLUSIÓN DE LAS PERSONAS CON DISCAPACIDAD,EJO ,ONS,,,Kimball,TOYOS,OCHOTORENA,TOOK911110HDFYHM49,TOOK911110B43,Director General,K31,Director de Area,M,MASCULINO,consejonacionalparaeldesarrolloylainclusiondelaspersonascondiscapacidad
7ff0ddb0-9661-4026-bb19-1750044ad3c7,2021-02-28T04:51:53Z,2021,PALO800115E77,PALO800115HDFZYV04,Olivia,Paz,Loya,"[{'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'O', 'valor': 'OTRO'}]","[{'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}, {'clave': 5, 'valor': 'OTRO'}, {'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,INSTITUTO DE INVESTIGACIONES ELECTRICAS,ITUT,NST,,,Nadene,BALDOMIR,CHENLO,BACN941201MDFLHD71,BACN941201B90,Director General Adjunto,L31,Subdirector de Area,F,FEMENINO,institutodeinvestigacioneselectricas
bd70e759-57eb-4b48-9bb6-2ec8d8edb8bf,2015-02-07T10:54:32Z,2015,LERR780607D83,LERR780607MAGMSB09,Rebeca,Lemus,Rascón,"[{'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'T', 'valor': 'TRAMITACIÓN'}]","[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,28,Participaciones a Entidades Federativas y Municipios,F,FEMENINO,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA B.C.,RO D,ENT,,,Dedric,MICHAEL,SANCHEZ AGUILERA,MISD900325HOXCND48,MISD900325E28,Director General Adjunto,L31,Subdirector de Area,M,MASCULINO,centrodeinvestigacioncientificaydeeducacionsuperiordeensenadabc
6f7ddfd9-871f-496b-8edd-31bbf6cbc584,2015-07-19T06:30:25Z,2015,KAÁA860206A37,KAÁA860206HAGDLD07,Andrés,Kadar rodriguez,Ávila,"[{'clave': 'C', 'valor': 'CONTRATANTE'}, {'clave': 'RE', 'valor': 'RESPONSABLE DE LA EJECUCIÓN'}]","[{'clave': 'A', 'valor': 'ATENCIÓN'}, {'clave': 'R', 'valor': 'RESOLUCIÓN'}]","[{'clave': 1, 'valor': 'CONTRATACIONES PÚBLICAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,COMISION NACIONAL DE ARBITRAJE MEDICO,SION,OMI,,,Semaj,BENHARI,BELANCHE,BEBS940114MDFNLM84,BEBS940114D84,Subdirector,N31,Administrador,F,FEMENINO,comisionnacionaldearbitrajemedico
d7ebd5a5-32d1-4829-ab6c-56b16f655777,2015-03-19T18:59:18Z,2015,VACG860504D65,VACG860504MAGLSL03,Gilberto,Valadez,Castañeda,"[{'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}, {'clave': 'T', 'valor': 'TÉCNICA'}, {'clave': 'C', 'valor': 'CONTRATANTE'}]","[{'clave': 'A', 'valor': 'ATENCIÓN'}, {'clave': 'O', 'valor': 'OTRO'}, {'clave': 'R', 'valor': 'RESOLUCIÓN'}]","[{'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}, {'clave': 5, 'valor': 'OTRO'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,ITUT,NST,,,Vivek,MEMBRILLO,ALIENDE,MEAV700207HOXMNV13,MEAV700207C92,Subdirector,N31,Jefe de Departamento,M,MASCULINO,institutonacionaldeperinatologiaisidroespinosadelosreyes
8a839d1c-75e5-4423-9f9c-289471276d01,2020-05-03T22:48:51Z,2020,ADKP840010C80,ADKP840010HDFRRT05,Patricia,Adorno,Krauel natera,"[{'clave': 'C', 'valor': 'CONTRATANTE'}, {'clave': 'R', 'valor': 'REQUIRENTE'}]","[{'clave': 'T', 'valor': 'TRAMITACIÓN'}]","[{'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}, {'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,INSTITUTO FEDERAL DE TELECOMUNICACIONES,ITUT,NST,,,Deyanira,ATANES,MADINABEITIA,ATMD910426MOXADY99,ATMD910426E79,Jefe de departamento,O21,Director de Area,F,FEMENINO,institutofederaldetelecomunicaciones
e178445b-25b5-4148-a807-af4bda6ec6ab,2019-07-26T11:21:25Z,2019,ESCA840103E13,ESCA840103MPUCNC06,Alicia,Escamilla,Concepción,"[{'clave': 'O', 'valor': 'OTRA'}]",[],"[{'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,F,FEMENINO,FERROCARRIL DEL ISTMO DE TEHUANTEPEC S.A. DE C.V.,OCAR,ERR,,,Ruel,FABERO,MOURELOS,FAMR941207HVZBRL19,FAMR941207D62,Director General,K31,Secretario/a de Estado A,M,MASCULINO,ferrocarrildelistmodetehuantepecsadecv
df582aff-0949-4527-8ff5-798a9fe19e49,2016-03-21T17:42:42Z,2016,IRSB850012A17,IRSB850012HVZZNL08,Blanca,Irizarry,Santacruz,"[{'clave': 'RC', 'valor': 'RESPONSABLE DE LA CONTRATACIÓN'}, {'clave': 'T', 'valor': 'TÉCNICA'}]",[],"[{'clave': 5, 'valor': 'OTRO'}, {'clave': 2, 'valor': 'CONCESIONES, LICENCIAS, PERMISOS, AUTORIZACIONES Y SUS PRÓRROGAS'}]",,33,Aportaciones Federales para Entidades Federativas y Municipios,M,MASCULINO,TRANSPORTADORA DE SAL S.A. DE C.V.,SPOR,RAN,,,Georgiann,ZAMARRA,MKRTCHYAN,ZAMG830626MDFMKR62,ZAMG830626B12,Subdirector,N31,Director de Area,F,FEMENINO,transportadoradesalsadecv
1708f551-2315-4745-b808-d520e5f95687,2015-03-18T16:14:12Z,2015,SAVG750219E39,SAVG750219HSNLRD09,Guadalupe,Salcido,Vargas,"[{'clave': 'T', 'valor': 'TÉCNICA'}, {'clave': 'C', 'valor': 'CONTRATANTE'}]",[],"[{'clave': 4, 'valor': 'ASIGNACIÓN Y EMISIÓN DE DICTÁMENES DE AVALÚOS NACIONALES'}, {'clave': 3, 'valor': 'ENAJENACIÓN DE BIENES MUEBLES'}]",,28,Participaciones a Entidades Federativas y Municipios,M,MASCULINO,SECRETARIA GENERAL DEL CONSEJO NACIONAL DE POBLACION,ETAR,ECR,,,Delwin,LAPARRA,CIRUELO,LACD940818HVZPRL41,LACD940818E81,Subdirector,N31,Jefe de Departamento,M,MASCULINO,secretariageneraldelconsejonacionaldepoblacion
