tipoOperacion,carreraAreaConocimiento,status,documentoObtenido,fechaObtencion,nivel.clave,nivel.valor,institucionEducativa.nombre,institucionEducativa.ubicacion,curp,estatus
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2008-12-09T01:41:30.396Z,LIC,LICENCIATURA,Universidad Tecmilenio,MX,ACAA810708HVZÑYX01,
SIN_CAMBIOS,Licenciatura en Matemáticas Aplicadas,FINALIZADO,TITULO,2009-09-03T19:20:49.355Z,LIC,LICENCIATURA,Universidad Autónoma Metropolitana,MX,ACAL860910HPUSRL09,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CERTIFICADO,2014-04-23T19:38:35.913Z,MAE,MAESTRÍA,Tecnológico de Estudios Superiores de Coacalco,MX,ACAL860910HPUSRL09,
SIN_CAMBIOS,Licenciatura en Administración de Empresas Turísticas,FINALIZADO,TITULO,2009-03-30T10:25:00.991Z,LIC,LICENCIATURA,Universidad de Ecatepec,MX,ACBC840518MVZSRM06,
SIN_CAMBIOS,Ingeniería en Comunicaciones y Electrónica,FINALIZADO,TITULO,2007-08-12T17:55:44.949Z,LIC,LICENCIATURA,Universidad del Valle de México,MX,ACBF881003HDFVRR01,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2008-07-11T12:22:14.065Z,LIC,LICENCIATURA,Universidad de Ecatepec,MX,ACBJ720419HSNVÑL09,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2013-02-22T02:12:58.924Z,LIC,LICENCIATURA,Universidad Insurgentes,MX,ACBL890308MVZÑÑS04,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2001-04-10T23:46:34.674Z,LIC,LICENCIATURA,California Institute of Technology,EX,ACBM850110MDFSRR05,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2007-10-03T11:01:32.404Z,MAE,MAESTRÍA,Universidad Iberoamericana,MX,ACBM850110MDFSRR05,
SIN_CAMBIOS,Licenciatura en Comercio Internacional,FINALIZADO,TITULO,2010-05-01T23:04:04.459Z,LIC,LICENCIATURA,Universidad Tecnológica de México,MX,ACBR890726HVZSRL02,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2003-02-20T01:35:01.974Z,LIC,LICENCIATURA,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,ACBS730510MVZVRL09,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CONSTANCIA,2010-01-05T13:57:16.002Z,MAE,MAESTRÍA,Instituto Politécnico Nacional,MX,ACBS730510MVZVRL09,
SIN_CAMBIOS,Arte y Diseño,FINALIZADO,CONSTANCIA,2012-10-12T14:23:14.200Z,ESP,ESPECIALIDAD,Universidad Iberoamericana,MX,ACBS730510MVZVRL09,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2002-03-23T00:17:49.877Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,ACCA710224MAGÑHS05,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CONSTANCIA,2008-11-07T18:21:58.671Z,MAE,MAESTRÍA,Universidad Nacional Autónoma de México,MX,ACCA710224MAGÑHS05,
SIN_CAMBIOS,Licenciatura en Administración de Empresas Turísticas,FINALIZADO,TITULO,2009-06-24T07:29:01.805Z,LIC,LICENCIATURA,Universidad ICEL,MX,ACCI870702HVZVRN09,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2000-02-19T21:32:33.811Z,LIC,LICENCIATURA,"University of California, Berkeley",EX,ACCM840324HVZVBR04,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CONSTANCIA,2009-12-23T00:50:56.412Z,ESP,ESPECIALIDAD,Universidad Nacional Autónoma de México,MX,ACCM840324HVZVBR04,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CERTIFICADO,2013-07-07T19:49:55.748Z,DOC,DOCTORADO,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,ACCM840324HVZVBR04,
SIN_CAMBIOS,Ingeniería en Computación,FINALIZADO,TITULO,2009-05-07T04:43:07.870Z,LIC,LICENCIATURA,Universidad de Guadalajara,MX,ACDJ891013HAGSMN05,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2002-10-02T02:21:52.193Z,LIC,LICENCIATURA,"University of California, Berkeley",EX,ACFA830526HDFVLN05,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CONSTANCIA,2009-02-16T18:30:51.635Z,MAE,MAESTRÍA,Massachusetts Institute of Technology,EX,ACFA830526HDFVLN05,
SIN_CAMBIOS,Licenciatura en Comercio Internacional,FINALIZADO,TITULO,2008-02-27T01:07:48.949Z,LIC,LICENCIATURA,Universidad Insurgentes,MX,ACFX720301MVZVLM02,
SIN_CAMBIOS,Ingeniería Petrolera,FINALIZADO,TITULO,2008-01-29T03:18:34.574Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Ecatepec,MX,ACLJ860822MVZSYM06,
SIN_CAMBIOS,Ingeniería en Computación,FINALIZADO,TITULO,2008-02-06T20:17:46.747Z,LIC,LICENCIATURA,Universidad del Valle de México,MX,ACMD880226HSNSTN02,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2012-01-09T20:02:35.381Z,ESP,ESPECIALIDAD,Instituto Politécnico Nacional,MX,ACMD880226HSNSTN02,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2013-05-16T09:07:34.600Z,LIC,LICENCIATURA,Universidad Humanitas,MX,ACMF780212HVZÑNT02,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2001-11-26T09:44:36.481Z,LIC,LICENCIATURA,Instituto Tecnológico Autónomo de México,MX,ACMN740927MPUVNT03,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2010-03-11T15:30:29.567Z,MAE,MAESTRÍA,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,ACMN740927MPUVNT03,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CONSTANCIA,2012-10-01T12:21:33.854Z,MAE,MAESTRÍA,Instituto Politécnico Nacional,MX,ACMN740927MPUVNT03,
SIN_CAMBIOS,Licenciatura en Comercio Internacional,FINALIZADO,TITULO,2012-08-07T12:32:48.239Z,LIC,LICENCIATURA,Universidad de Ecatepec,MX,ACNT700507MSNVRD08,
SIN_CAMBIOS,Ingeniería en Sistemas Computacionales,FINALIZADO,TITULO,2007-06-23T17:56:31.088Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,ACOC721011MSNVVN08,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CERTIFICADO,2013-07-24T01:53:26.588Z,MAE,MAESTRÍA,Universidad de Guadalajara,MX,ACOC721011MSNVVN08,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2013-03-06T23:40:51.847Z,LIC,LICENCIATURA,Universidad Tecnológica de México,MX,ACQA860808HDFVZL07,
SIN_CAMBIOS,Ingeniería en Telecomunicaciones,FINALIZADO,TITULO,2009-05-28T01:56:19.394Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Coacalco,MX,ACRA880311MVZÑLX04,
SIN_CAMBIOS,Licenciatura en Física,FINALIZADO,TITULO,2007-07-14T13:05:21.526Z,LIC,LICENCIATURA,Universidad del Valle de México,MX,ACRG771021HAGÑYL04,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2003-05-27T16:46:29.940Z,LIC,LICENCIATURA,Massachusetts Institute of Technology,EX,ACSE870702MAGVRundefined01,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CONSTANCIA,2007-01-13T15:01:42.540Z,ESP,ESPECIALIDAD,Universidad Iberoamericana,MX,ACSE870702MAGVRundefined01,
SIN_CAMBIOS,Arte y Diseño,FINALIZADO,CERTIFICADO,2012-08-26T14:14:49.747Z,ESP,ESPECIALIDAD,Universidad Panamericana,MX,ACSE870702MAGVRundefined01,
SIN_CAMBIOS,Ingeniería Mecánica,FINALIZADO,TITULO,2007-02-10T09:50:45.015Z,LIC,LICENCIATURA,Instituto Politécnico Nacional,MX,ACTJ871012MAGVVS01,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CONSTANCIA,2013-09-12T12:19:07.334Z,MAE,MAESTRÍA,Instituto Politécnico Nacional,MX,ACTJ871012MAGVVS01,
SIN_CAMBIOS,Ingeniería Petrolera,FINALIZADO,TITULO,2008-07-05T03:03:10.984Z,LIC,LICENCIATURA,Instituto Politécnico Nacional,MX,ACVE800525MDFÑRL04,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2012-12-12T16:01:19.188Z,MAE,MAESTRÍA,Universidad de Guadalajara,MX,ACVE800525MDFÑRL04,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2000-12-26T15:18:23.184Z,LIC,LICENCIATURA,Instituto Tecnológico Autónomo de México,MX,ADAJ870425HAGMML03,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CONSTANCIA,2007-11-25T05:10:03.276Z,ESP,ESPECIALIDAD,Universidad Panamericana,MX,ADAJ870425HAGMML03,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2013-05-13T23:09:27.924Z,MAE,MAESTRÍA,Universidad Iberoamericana,MX,ADAJ870425HAGMML03,
SIN_CAMBIOS,Licenciatura en Administración de Empresas Turísticas,FINALIZADO,TITULO,2013-03-09T09:48:15.186Z,LIC,LICENCIATURA,Universidad Tecnológica de Xicotepec de Juárez,MX,ADCA841108MSNMDD06,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2002-12-14T22:47:20.313Z,LIC,LICENCIATURA,Universidad Panamericana,MX,ADCL860208HSNMLS05,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CONSTANCIA,2009-07-07T10:57:56.810Z,MAE,MAESTRÍA,Universidad Nacional Autónoma de México,MX,ADCL860208HSNMLS05,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CONSTANCIA,2012-02-19T08:31:45.886Z,DOC,DOCTORADO,Massachusetts Institute of Technology,EX,ADCL860208HSNMLS05,
SIN_CAMBIOS,Licenciatura en Administración de Empresas Turísticas,FINALIZADO,TITULO,2009-02-28T00:51:30.339Z,LIC,LICENCIATURA,Universidad Insurgentes,MX,ADCM710807HDFRRR07,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2003-09-05T10:27:16.574Z,LIC,LICENCIATURA,"University of California, Berkeley",EX,ADCV790819HAGRRN04,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CONSTANCIA,2009-02-08T05:11:58.862Z,ESP,ESPECIALIDAD,California Institute of Technology,EX,ADCV790819HAGRRN04,
SIN_CAMBIOS,Arte y Diseño,FINALIZADO,CERTIFICADO,2012-02-12T04:00:58.187Z,MAE,MAESTRÍA,Universidad Iberoamericana,MX,ADCV790819HAGRRN04,
SIN_CAMBIOS,Licenciatura en Administración de las Tecnologías de la Información,FINALIZADO,TITULO,2008-08-13T09:25:07.254Z,LIC,LICENCIATURA,Universidad Tecnológica de México,MX,ADDM820216MVZRLR09,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2007-06-13T10:54:54.135Z,LIC,LICENCIATURA,Universidad de Ecatepec,MX,ADFK860816HDFMNV01,
SIN_CAMBIOS,Ingeniería en Sistemas Computacionales,FINALIZADO,TITULO,2009-09-22T04:47:42.402Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,ADHB830001MVZMXR01,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2001-06-09T18:51:34.867Z,LIC,LICENCIATURA,Universidad Iberoamericana,MX,ADJI750913MSNMMN08,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CONSTANCIA,2008-02-26T18:10:42.699Z,ESP,ESPECIALIDAD,California Institute of Technology,EX,ADJI750913MSNMMN08,
SIN_CAMBIOS,Ingeniería Petrolera,FINALIZADO,TITULO,2009-05-28T10:28:34.060Z,LIC,LICENCIATURA,Universidad Autónoma Metropolitana,MX,ADKP840010HDFRRT05,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CONSTANCIA,2012-04-03T20:15:17.487Z,ESP,ESPECIALIDAD,Benemerita Universidad Autónoma de México,MX,ADKP840010HDFRRT05,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2001-06-26T05:25:53.735Z,LIC,LICENCIATURA,California Institute of Technology,EX,ADLE700123MVZMPS03,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2010-12-30T07:01:41.589Z,MAE,MAESTRÍA,Universidad Panamericana,MX,ADLE700123MVZMPS03,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2008-12-29T03:57:35.104Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,ADMR860422MDFMCS01,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2001-02-17T16:49:56.340Z,LIC,LICENCIATURA,Instituto Tecnológico y de Estudios Superiores de Monterrey,MX,ADRV831118HPUMLC05,
SIN_CAMBIOS,Ciencias de la Educación,FINALIZADO,CERTIFICADO,2007-04-14T07:45:35.400Z,ESP,ESPECIALIDAD,Massachusetts Institute of Technology,EX,ADRV831118HPUMLC05,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2009-06-06T23:46:57.086Z,LIC,LICENCIATURA,Universidad Tecmilenio,MX,ADSY790908HAGMNL01,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2001-02-01T22:28:02.462Z,LIC,LICENCIATURA,California Institute of Technology,EX,ADTV850814HDFMRN07,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CERTIFICADO,2008-02-19T21:24:19.696Z,MAE,MAESTRÍA,Instituto Tecnológico Autónomo de México,MX,ADTV850814HDFMRN07,
SIN_CAMBIOS,Arte y Diseño,FINALIZADO,CERTIFICADO,2013-06-04T15:24:59.127Z,DOC,DOCTORADO,Universidad Panamericana,MX,ADTV850814HDFMRN07,
SIN_CAMBIOS,Ingeniería Civil,FINALIZADO,TITULO,2010-12-13T02:49:57.275Z,LIC,LICENCIATURA,Universidad Autónoma Metropolitana,MX,ADVE850312HAGMLT05,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2008-01-15T17:34:37.856Z,LIC,LICENCIATURA,Universidad Tecnológica de México,MX,ADVL880902MDFMLZ03,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2013-02-23T19:28:57.728Z,LIC,LICENCIATURA,Universidad ICEL,MX,ADXB780627MAGMNR02,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2012-01-26T06:52:27.171Z,LIC,LICENCIATURA,Universidad Humanitas,MX,ADZA790310HDFRML08,
SIN_CAMBIOS,Licenciatura en Comercio Internacional,FINALIZADO,TITULO,2011-03-05T00:33:47.375Z,LIC,LICENCIATURA,Universidad Tecnológica de Xicotepec de Juárez,MX,AGBJ840219HPUSRN09,
SIN_CAMBIOS,Licenciatura en Derecho,FINALIZADO,TITULO,2010-07-31T05:27:30.064Z,LIC,LICENCIATURA,Universidad Tecmilenio,MX,AGBN840512HDFRDT05,
SIN_CAMBIOS,Licenciatura en Administración de las Tecnologías de la Información,FINALIZADO,TITULO,2012-11-10T00:09:02.375Z,LIC,LICENCIATURA,Universidad Justo Sierra,MX,AGCA811122MAGSRJ02,
SIN_CAMBIOS,Licenciatura en Ciencias de Comunicación,FINALIZADO,TITULO,2011-03-18T07:06:10.674Z,LIC,LICENCIATURA,Universidad Insurgentes,MX,AGCJ811009MDFRMM05,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2007-10-05T08:09:06.100Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Coacalco,MX,AGCM730518HDFSRR02,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2014-01-02T09:32:47.693Z,MAE,MAESTRÍA,Instituto Politécnico Nacional,MX,AGCM730518HDFSRR02,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2011-06-25T09:03:13.543Z,LIC,LICENCIATURA,Universidad ICEL,MX,AGDS840820MVZLLM05,
SIN_CAMBIOS,Ingeniería Petrolera,FINALIZADO,TITULO,2010-06-22T14:12:27.012Z,LIC,LICENCIATURA,Universidad de Guadalajara,MX,AGER850701HAGLCB03,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2014-04-08T12:21:49.498Z,MAE,MAESTRÍA,Instituto Politécnico Nacional,MX,AGER850701HAGLCB03,
SIN_CAMBIOS,Licenciatura en Administración de las Tecnologías de la Información,FINALIZADO,TITULO,2007-09-07T02:03:55.182Z,LIC,LICENCIATURA,Universidad Tecnológica de México,MX,AGGJ870513MDFLRS09,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2001-10-30T19:37:10.188Z,LIC,LICENCIATURA,Universidad Panamericana,MX,AGGM810421HDFYZR04,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CERTIFICADO,2007-03-13T18:47:11.039Z,ESP,ESPECIALIDAD,Universidad Anahuac,EX,AGGM810421HDFYZR04,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2013-12-25T12:28:22.822Z,LIC,LICENCIATURA,Universidad Insurgentes,MX,AGJÓ790618MAGYMC06,
SIN_CAMBIOS,Ingeniería en Sistemas Computacionales,FINALIZADO,TITULO,2009-04-19T09:50:50.318Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,AGKB810425HPUYRR04,
SIN_CAMBIOS,Ingeniería Civil,FINALIZADO,TITULO,2007-10-23T09:14:54.341Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Coacalco,MX,AGMB741111MAGSSR06,
SIN_CAMBIOS,Licenciatura en Economía,FINALIZADO,TITULO,2001-10-29T03:14:49.710Z,LIC,LICENCIATURA,"University of California, Berkeley",EX,AGME760709MSNYLS02,
SIN_CAMBIOS,Arte y Diseño,FINALIZADO,CERTIFICADO,2007-09-04T09:15:05.434Z,ESP,ESPECIALIDAD,Universidad Panamericana,MX,AGME760709MSNYLS02,
SIN_CAMBIOS,"Economía, Administración, Contaduría y afines",FINALIZADO,CONSTANCIA,2013-06-18T12:00:59.131Z,MAE,MAESTRÍA,"University of California, Berkeley",EX,AGME760709MSNYLS02,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2001-05-11T11:33:36.094Z,LIC,LICENCIATURA,Universidad Iberoamericana,MX,AGMG761119MVZYNR01,
SIN_CAMBIOS,"Ingeniería, Arquitectura, Urbanismo y afines",FINALIZADO,CERTIFICADO,2008-11-09T21:17:46.436Z,MAE,MAESTRÍA,Instituto Politécnico Nacional,MX,AGMG761119MVZYNR01,
SIN_CAMBIOS,Ciencias Sociales y Humanas,FINALIZADO,CERTIFICADO,2013-04-22T11:05:27.740Z,DOC,DOCTORADO,Universidad Iberoamericana,MX,AGMG761119MVZYNR01,
SIN_CAMBIOS,Ingeniería Industrial,FINALIZADO,TITULO,2010-08-31T13:13:01.917Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Ecatepec,MX,AGMM830022HDFSRR09,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2012-11-11T03:21:55.622Z,ESP,ESPECIALIDAD,Universidad Autónoma Metropolitana,MX,AGMM830022HDFSRR09,
SIN_CAMBIOS,Licenciatura en Ciencias Políticas,FINALIZADO,TITULO,2001-02-26T02:32:23.118Z,LIC,LICENCIATURA,Universidad Nacional Autónoma de México,MX,AGNA851008HAGSRF02,
SIN_CAMBIOS,Ciencias exactas e ingeniería,FINALIZADO,CERTIFICADO,2009-06-01T09:59:04.298Z,ESP,ESPECIALIDAD,Instituto Tecnológico Autónomo de México,MX,AGNA851008HAGSRF02,
SIN_CAMBIOS,Licenciatura en Relaciones Internacionales,FINALIZADO,TITULO,2002-12-12T20:11:40.259Z,LIC,LICENCIATURA,Universidad Iberoamericana,MX,AGSC710823HVZSZR09,
SIN_CAMBIOS,Ciencias de la Salud,FINALIZADO,CERTIFICADO,2010-03-16T21:45:50.122Z,ESP,ESPECIALIDAD,Massachusetts Institute of Technology,EX,AGSC710823HVZSZR09,
SIN_CAMBIOS,Ingeniería Mecánica,FINALIZADO,TITULO,2010-11-27T12:16:21.714Z,LIC,LICENCIATURA,Tecnológico de Estudios Superiores de Coacalco,MX,AGTF880917MVZRML06,
SIN_CAMBIOS,Licenciatura en Administración de Empresas,FINALIZADO,TITULO,2007-10-23T03:18:04.989Z,LIC,LICENCIATURA,Universidad Tecmilenio,MX,AGVI890126MDFLRS07,
SIN_CAMBIOS,Ingeniería Mecánica,FINALIZADO,TITULO,2008-07-25T08:03:55.576Z,LIC,LICENCIATURA,Benemerita Universidad Autónoma de México,MX,AGVL810024HDFSNR01,
