curp,desviacion_patrimonio,red_flag_desviacion,prop,red_flag_lib_fin
BRHE710918HAGRRL04,0.7833243123042816,FALSE,0,FALSE
VIPR720316MSNGNQ02,0.7698767994625982,FALSE,0,FALSE
APMD720920HAGDTN06,0.7694678728285682,FALSE,0,FALSE
GUVE831015HDFTLL06,0.7681186021400286,FALSE,0,FALSE
QUAL701124HVZRDR04,0.7672652129825916,FALSE,0,FALSE
APMD720920HAGDTN06,0.7613563087219896,FALSE,0,FALSE
DECX710314HSNLRM04,0.7450734375037013,FALSE,0,FALSE
SAKJ850311HAGLML02,0.7361193881539463,FALSE,0,FALSE
QUVV720923HPUÑRC06,0.7304609049330836,FALSE,0,FALSE
CAKT730301HSNMZD06,0.7291698582817953,FALSE,0,FALSE
DEOE700126HDFLVS08,0.7277426243728428,FALSE,0,FALSE
SOCE700527MPULRS07,0.7249589589287303,FALSE,0,FALSE
VIYE831023HVZLNS04,0.7223732755519489,FALSE,0,FALSE
OLCL850925MVZVRL09,0.7202207655348561,FALSE,0,FALSE
PAAT720401HSNNMM07,0.7200530626650602,FALSE,0,FALSE
CHCS890004MVZHNF06,0.7175600228902663,FALSE,0,FALSE
MONS800909MVZRVN03,0.7157320782730532,FALSE,0,FALSE
CABX870501HDFVZM08,0.715364621669797,FALSE,0,FALSE
ARMR750719HSNNYD06,0.6995142950197539,FALSE,0,FALSE
BAGM880220MVZNRR01,0.6992299474872333,FALSE,0,FALSE
"NAAR870926HDFVRM04",0.6975763487656637,FALSE,0,FALSE
LEMT750713HAGRSM09,0.6938312947182923,FALSE,0,FALSE
ESFP750101MAGPLB08,0.692826655217265,FALSE,0,FALSE
ROBC850826HSNMLL07,0.6809277347326133,FALSE,0,FALSE
GUAM810902HSNTDT05,0.6618511589214384,FALSE,0,FALSE
PEAR810906HVZRCF03,0.6601544203435444,FALSE,0,FALSE
OCQG840122MVZSZR07,0.6594748618284619,FALSE,0,FALSE
MOBV850701MAGRNC05,0.6571829594537943,FALSE,0,FALSE
HEPI760304MVZRLS04,0.6514735144797755,FALSE,0,FALSE
QUVM770008MPUNNL07,0.6454900065199307,FALSE,2.175291303524062,FALSE
ARDA871025HPUMLX05,0.6438411555737009,FALSE,0,FALSE
MEKE880723MSNNRP06,0.6359094635493395,FALSE,0,FALSE
ARDA871025HPUMLX05,0.6340518059426113,FALSE,0,FALSE
ORVA831111HPUTNR02,0.6331767083737486,FALSE,0,FALSE
APCM821125HAGNMR07,0.6296452599221853,FALSE,0,FALSE
ORVA831111HPUTNR02,0.628263900058978,FALSE,0,FALSE
DEMV830104HAGLLC04,0.6263393345810759,FALSE,0,FALSE
SEAH720913MDFRGM06,0.6209727655677073,FALSE,0,FALSE
PORJ721123HVZNLS06,0.6207167227615339,FALSE,0,FALSE
RIEL730213HSNJQS07,0.6176618677068315,FALSE,1.80291015625,FALSE
ROPN880524HDFLRC07,0.6141652757015715,FALSE,0,FALSE
PALO800115HDFZYV04,0.6100760074404459,FALSE,1.92343359375,FALSE
SAPR860317HVZLBL07,0.6056717309369014,FALSE,0,FALSE
SAPR860317HVZLBL07,0.5977681053954044,FALSE,0,FALSE
GÓMA850222MVZMS 08,0.5942407726948375,FALSE,0,FALSE
SOCA830302MSNLZT02,0.5872042199886697,FALSE,0,FALSE
MEVB880808HAGZLR04,0.5865044574840489,FALSE,0,FALSE
ANFR820807HSNGRS06,0.5856508056564783,FALSE,0,FALSE
REUM880204MSNGÑR09,0.5849658203938569,FALSE,0,FALSE
QUVM740120HSNRLG07,0.5819615625277507,FALSE,0,FALSE
JAYE871007HSNSNL07,0.5789410686438129,FALSE,0,FALSE
KABN750720HSNRSC03,0.5781940128505128,FALSE,0,FALSE
ALCG810219MAGNHB07,0.5777609566807771,FALSE,0,FALSE
URCM710904MSNBHT04,0.5774292014852007,FALSE,0,FALSE
CACC750327HVZNRR05,0.5772090906054933,FALSE,0,FALSE
DÁDA780014MAGVRF02,0.5753684676560137,FALSE,0,FALSE
VAMV880713HPULRN01,0.5743545464839769,FALSE,0,FALSE
CABD801123HSNSLM02,0.5737682496190695,FALSE,0,FALSE
NELA860212HPUGMS02,0.5713023223388244,FALSE,0,FALSE
BRGF760823HVZRYR03,0.5698584801670946,FALSE,0,FALSE
ALKM851015MSNMRT04,0.5685209256257083,FALSE,0,FALSE
AYRM840117MPULVR02,0.5654224254939886,FALSE,0,FALSE
CABM740320MSNRNT04,0.5631833566620792,FALSE,0,FALSE
SAMM830520MDFNDN04,0.561825305372972,FALSE,0,FALSE
DEVC760704MDFLNR06,0.5613435452369386,FALSE,0,FALSE
MECD840315MDFJNM04,0.559009787368103,FALSE,0,FALSE
SAMM830520MDFNDN04,0.5589986877965076,FALSE,0,FALSE
NISE880305HPUTTL05,0.5587319361591854,FALSE,0,FALSE
BRGF760823HVZRYR03,0.5570514624703623,FALSE,0,FALSE
MOGE740512MPUNZL09,0.5547524191005538,FALSE,0,FALSE
NISE880305HPUTTL05,0.5522978043922318,FALSE,0,FALSE
MAAR750426HPUDCM01,0.5479948454318473,FALSE,0,FALSE
XACE860823MDFCJL08,0.5474603252121805,FALSE,0,FALSE
ALNM781020HSNTVR01,0.5345658019525085,FALSE,0,FALSE
LICS860927HVZNRL06,0.5301676309648833,FALSE,0,FALSE
KAMC750206MAGNRT05,0.5298825421551294,FALSE,0,FALSE
LICS860927HVZNRL06,0.5275793004125544,FALSE,0,FALSE
BÁSR710202MDFZNM09,0.5262303667014459,FALSE,0,FALSE
ANLS740514HDFGRL03,0.5246555504283548,FALSE,0,FALSE
MEAF720316HPULNR05,0.522818290247556,FALSE,0,FALSE
SAAP870523MVZZNT01,0.5226893199097209,FALSE,0,FALSE
ARSE770412MPULRL05,0.5225075311482442,FALSE,0,FALSE
ESVT800025HSNPRM05,0.518207169314315,FALSE,0,FALSE
VAAI870319MVZRTB01,0.5179779313124269,FALSE,0,FALSE
MERV751110HDFDCN06,0.5163112804265924,FALSE,0,FALSE
ROSR720907MVZSDM01,0.5161859612230852,FALSE,0,FALSE
ÁVPS740718MSNLRN08,0.5156808354774156,FALSE,0,FALSE
PIRE810922MAGCMundefined01,0.5102645517128115,FALSE,0,FALSE
PICJ840806HSNCRR01,0.5101560266042209,FALSE,0,FALSE
TOCE730108HSNLRR08,0.5098779943111027,FALSE,0,FALSE
SIAM721016MPURSN05,0.5077748924069387,FALSE,0,FALSE
VEME890520MSNLLN09,0.5077313856766078,FALSE,0,FALSE
CAAF760109HAGRRL03,0.5073156280298693,FALSE,0,FALSE
ÁGVE870926MVZLGM05,0.5068809907963118,FALSE,0,FALSE
GAÑT780107HAGLÑD03,0.5043419661004168,FALSE,0,FALSE
PEOC790803HAGÑLL04,0.5034588384888586,FALSE,0,FALSE
ACBL890308MVZÑÑS04,0.5030567432935799,FALSE,0,FALSE
PICJ840806HSNCRR01,0.5018819224024169,FALSE,0,FALSE
PRVA831001HAGRLS07,0.4995472771562849,FALSE,0,FALSE
TAZA790113HSNFPS03,0.4994136953941727,FALSE,0,FALSE
ESPG801021MSNTNB04,0.49605305793484833,FALSE,0,FALSE
SAVR841126HPULLN03,0.4955251297481522,FALSE,0,FALSE
RÍFE860903MPUSGN01,0.4925463695314455,FALSE,0,FALSE
GUEF790925MSNVQD07,0.49132363960899544,FALSE,0,FALSE
VIYE831023HVZLNS04,0.4896554032008433,FALSE,0,FALSE
ZAKÓ770202HDFRMC06,0.48579756388887474,FALSE,0,FALSE
CORC881026HSNTDR01,0.48483787991650423,FALSE,0,FALSE
VEOM881019HAGRHT03,0.4837644694395086,FALSE,0,FALSE
MEGA780919MVZDRL08,0.48345368703088354,FALSE,0,FALSE
RESE750217MDFYNN01,0.4831613610110061,FALSE,0,FALSE
QUMC711103HPUNRL02,0.4827927911892865,FALSE,0,FALSE
ÁGAJ800417MVZLNS05,0.4826202490400349,FALSE,0,FALSE
PIOM820025MVZÑNR09,0.4808668766851057,FALSE,0,FALSE
BABM880107MSNHNR03,0.48075224831766555,FALSE,0,FALSE
VACJ730402MPULRN01,0.47751265183096364,FALSE,0,FALSE
QUMC711103HPUNRL02,0.4766997657579421,FALSE,0,FALSE
KAAE710213MAGNST01,0.4752457749085586,FALSE,0,FALSE
BABM880107MSNHNR03,0.47495548528011367,FALSE,0,FALSE
ÁGAJ800417MVZLNS05,0.4746801717252475,FALSE,0,FALSE
PAQH860809HVZTNM07,0.47289194080837244,FALSE,0,FALSE
KAAE710213MAGNST01,0.47236148454286087,FALSE,0,FALSE
PEAC730504HSNLLT05,0.47132211429118165,FALSE,0,FALSE
PRCJ780801HDFRLN03,0.47022541820593217,FALSE,0,FALSE
DECE700706HPULRT05,0.46973652062317794,FALSE,0,FALSE
ARDF720723MSNNLR07,0.4694523227094169,FALSE,0,FALSE
RAVA760019MDFNLG02,0.4687213395249022,FALSE,0,FALSE
BAVP840008MDFRLT08,0.46728736886173505,FALSE,0,FALSE
JILA800006HDFMCX01,0.46649795985690656,FALSE,0,FALSE
KATA870513HVZNR 06,0.46645063644830786,FALSE,0,FALSE
JASJ891007MAGMNN03,0.46623197147219847,FALSE,0,FALSE
GÁCD760618HPULLM08,0.46601264626098454,FALSE,0,FALSE
KAMA891019HPUNRN03,0.4635544893489662,FALSE,0,FALSE
JICG760520MSNMRR07,0.4627218227212248,FALSE,0,FALSE
PRSC770104HVZRVR06,0.46269859076983255,FALSE,0,FALSE
PUTB760013HPUGLR05,0.4618157662863639,FALSE,0,FALSE
FEUE760710MAGLBR05,0.46037824621581075,FALSE,0,FALSE
HEHX860709MSNRRM03,0.4595850165630088,FALSE,0,FALSE
ZAAC700405HAGRÑN08,0.4585626238168611,FALSE,1.3448893229166667,FALSE
OLNP730822HDFMVT04,0.4584605163931484,FALSE,0,FALSE
MEVS800022HSNZLL06,0.45826282588640577,FALSE,0,FALSE
MOOJ750818MDFRNQ08,0.4559961484451872,FALSE,0,FALSE
MUEJ760725HPURPS01,0.4549700387733521,FALSE,0,FALSE
MIHG891021HSNRXS01,0.45486350743797704,FALSE,0,FALSE
ORGT830621MAGLRD05,0.4540423226676047,FALSE,0,FALSE
BUTF830410MDFSPD05,0.45335754582452115,FALSE,0,FALSE
HEAC720421MPURMR05,0.4506078058370402,FALSE,0,FALSE
SEGR780016HSNRSF02,0.4495889477769702,FALSE,0,FALSE
VAQM850613MPUNRR07,0.44778588531025126,FALSE,0,FALSE
CAMF860325HAGDRR02,0.4474186002402478,FALSE,0,FALSE
VADS881025MSNLML06,0.44666939568694847,FALSE,0,FALSE
MOAG790227HSNRMN07,0.44589590126618045,FALSE,0,FALSE
KAÁH750407HAGNLR06,0.44585050280053834,FALSE,0,FALSE
ROCD720412HAGCNM08,0.4446514382176836,FALSE,1.78805859375,FALSE
XELE730924MPUNRT02,0.443753010016451,FALSE,0,FALSE
CEPM800625HVZNLT03,0.44289642529789186,FALSE,0,FALSE
ALHY790326HDFMRL04,0.44281048836199566,FALSE,0,FALSE
VEDT800803MSNRLD06,0.44222078171077983,FALSE,0,FALSE
ESKP750926HVZCRB07,0.44185877887609304,FALSE,0,FALSE
MABN870501MPUTSR04,0.440902817728178,FALSE,0,FALSE
BUGV770524HDFRNC01,0.43997369467164715,FALSE,0,FALSE
CEAF730315HVZJML05,0.43660326490856877,FALSE,0,FALSE
PACB860310MPUBSR06,0.43503876425089727,FALSE,0,FALSE
PUMR791017MPULDC02,0.43361624430666756,FALSE,0,FALSE
FISJ770605HVZRSN09,0.4332444112263594,FALSE,0,FALSE
REVM720710MSNNCL09,0.4318193604157248,FALSE,0,FALSE
VAVM800318HDFLRY06,0.43153017582765724,FALSE,0,FALSE
VEME821111MDFNDS09,0.4309704469766153,FALSE,0,FALSE
ALCG810219MAGNHB07,0.4296397286594578,FALSE,0,FALSE
FISJ770605HVZRSN09,0.4267859048753224,FALSE,0,FALSE
SABR761127HDFLRD08,0.42674755958773464,FALSE,0,FALSE
PACB860310MPUBSR06,0.4263501862403881,FALSE,0,FALSE
SABR761127HDFLRD08,0.4249282703127254,FALSE,0,FALSE
OJSL720527HSNDLZ06,0.42382725028168444,FALSE,0,FALSE
GRRE750912HDFRNV05,0.42345541863245334,FALSE,0,FALSE
COFD760903MPULJL06,0.42345449721411527,FALSE,0,FALSE
OLCL850925MVZVRL09,0.4229880112746537,FALSE,0,FALSE
ZEDF810611HPUPLR03,0.4219920213766889,FALSE,0,FALSE
ROSA820326HSNJNR05,0.4216764090738456,FALSE,0,FALSE
ALLS720504HDFMBL06,0.42129466786519193,FALSE,0,FALSE
GRRE750912HDFRNV05,0.4201544168329282,FALSE,0,FALSE
QUUP860708HSNNSL06,0.4201500427053998,FALSE,2.3470033333333333,FALSE
ELSG851026MAGZLR01,0.4201454153800942,FALSE,0,FALSE
HELY810827HSNRNM08,0.41981790854540657,FALSE,0,FALSE
OCQG840122MVZSZR07,0.4197760991215723,FALSE,0,FALSE
GADR820704MDFL B04,0.41847442514296995,FALSE,0,FALSE
SAKJ850311HAGLML02,0.41735641044818134,FALSE,0,FALSE
GADR820704MDFL B04,0.41652431558415526,FALSE,0,FALSE
CAME720523HSNRNL07,0.4155996614946627,FALSE,0,FALSE
ALLI780408HSNTDN02,0.41514616704488205,FALSE,0,FALSE
IBPA840608MPURNT01,0.41409912926992626,FALSE,0,FALSE
GRRE750912HDFRNV05,0.4131492878889911,FALSE,0,FALSE
REZJ820825HPUYRS05,0.41211956578795417,FALSE,0,FALSE
ESTS830214MPUCLR03,0.41160525426386474,FALSE,0,FALSE
BAEE861118HDFRPM06,0.4112740155998228,FALSE,0,FALSE
ANFR820807HSNGRS06,0.4095921293732582,FALSE,0,FALSE
HIVL751005HDFDRZ06,0.4093834649428501,FALSE,0,FALSE
SAAP870523MVZZNT01,0.4092781361223198,FALSE,0,FALSE
MOAE760924MPURJR03,0.4085989812754229,FALSE,0,FALSE
LOCE830920HPUMSM04,0.40850273526847325,FALSE,0,FALSE
VAPM830302HVZLLR03,0.4082633002297135,FALSE,0,FALSE
MOCV881020MAGNLR07,0.4073791963141175,FALSE,0,FALSE
GAEL700313MSNLHT07,0.40709053809881707,FALSE,0,FALSE
ALVS730811HDFJLL06,0.4044328909563551,FALSE,0,FALSE
GUQE850312HVZRNS01,0.40297345038127835,FALSE,0,FALSE
XASE800225MAGCLM01,0.40204926529771623,FALSE,0,FALSE
LEGM811101MDFYLR06,0.40191151207044473,FALSE,0,FALSE
GATJ760108HDFRRS07,0.4005150118490044,FALSE,0,FALSE
ALGJ780015HVZVMR07,0.399698189197777,FALSE,0,FALSE
CAAK781114MVZSYV07,0.39962651320915693,FALSE,0,FALSE
OCDB860717MDFSLN03,0.3988527561321082,FALSE,0,FALSE
ARRA720119MSNMMundefined08,0.398819698087407,FALSE,0,FALSE
CAAK781114MVZSYV07,0.39762558747266685,FALSE,0,FALSE
COGR860317HPULRF04,0.397078548716311,FALSE,0,FALSE
ZASL740018HAGPLN01,0.3945236542818295,FALSE,0,FALSE
REUM880204MSNGÑR09,0.39396445563315957,FALSE,0,FALSE
ARKL750610HVZTHR05,0.393843621473163,FALSE,1.913748308436141,FALSE
LOCA820514HPUNHF05,0.3924973625659505,FALSE,0,FALSE
JICM770221HDFMRN06,0.39239766832593376,FALSE,2.616304883158506,FALSE
GOGE860003HVZLVL03,0.3921474070866885,FALSE,0,FALSE
XASE800225MAGCLM01,0.3921041294404558,FALSE,0,FALSE
YBZE800002HDFBRZ02,0.3915461149420927,FALSE,3.12156,FALSE
DOKF710012MAGMRT07,0.3888947048847385,FALSE,0,FALSE
ZASL740018HAGPLN01,0.38750508089803376,FALSE,0,FALSE
ALAM801011MVZMNX05,0.3871217702109083,FALSE,0,FALSE
CAGS850210HVZSML03,0.38706041093784693,FALSE,0,FALSE
AYBN890625HVZLRC05,0.3870202049441325,FALSE,0,FALSE
GORC850115MPUNYR09,0.3864678597094497,FALSE,0,FALSE
MUSS760610HDFÑNL09,0.38574995383403704,FALSE,0,FALSE
CAPA891015HDFRRN07,0.3849113136370879,FALSE,0,FALSE
ALBI891012MAGMRR03,0.3846310256602632,FALSE,0,FALSE
ROXI860201HVZDRR05,0.38386444029101474,FALSE,0,FALSE
MOAV850302HPUNCC07,0.38363132333452243,FALSE,0,FALSE
MARA730816MAGDG 07,0.3818760435225961,FALSE,0,FALSE
MOAV850302HPUNCC07,0.3810372845621598,FALSE,0,FALSE
TÉAM800807HVZLSN02,0.38091299105515514,FALSE,0,FALSE
PIAÓ860607HDFÑCC03,0.3796812591776988,FALSE,2.945881883920677,FALSE
CAME720523HSNRNL07,0.37963568940270503,FALSE,0,FALSE
MUBR750601MDFÑRB06,0.37961685150507263,FALSE,0,FALSE
ALCM770305MPUNNR05,0.37922606084018495,FALSE,0,FALSE
DEAJ790211MAG MS04,0.37910948003523737,FALSE,0,FALSE
JISN721123HVZMLT01,0.3788173511306959,FALSE,0,FALSE
MANJ871011MVZRRN03,0.37830093384732727,FALSE,0,FALSE
BUNR840416HAGNRM03,0.37824244061838685,FALSE,0,FALSE
TEEE710306MAGRQL01,0.37818454450355143,FALSE,0,FALSE
OSSC820324MAGRLT03,0.37740106419621267,FALSE,0,FALSE
MAVJ750811HAGCSN01,0.37655726336522616,FALSE,0,FALSE
ROKL800515HDFCYS09,0.37636929568441446,FALSE,0,FALSE
BASR700501MAGRLC01,0.37592543790471533,FALSE,3.6382083333333335,FALSE
TEHM890022HAGRRL03,0.37560896151513123,FALSE,0,FALSE
OSSC820324MAGRLT03,0.3755940709569404,FALSE,0,FALSE
TABA791111MPUMCB04,0.37532947835148434,FALSE,0,FALSE
ESAS760803HDFPRN06,0.3746989586513348,FALSE,0,FALSE
MUBR750601MDFÑRB06,0.3742296582339352,FALSE,0,FALSE
COQR740506HPURNM01,0.3726265173283293,FALSE,0,FALSE
ALBI891012MAGMRR03,0.3719090848792665,FALSE,0,FALSE
SAUM880216MVZNBL01,0.37153471106413327,FALSE,0,FALSE
VACG860504MAGLSL03,0.3703389764752931,FALSE,0,FALSE
POVM801023HSNRLR06,0.3697365977654132,FALSE,0,FALSE
RATV830918MPULLR09,0.3695182517603503,FALSE,0,FALSE
DEAJ790211MAG MS04,0.36892984780145177,FALSE,0,FALSE
PACD760021HSNDBN07,0.36784006195379104,FALSE,0,FALSE
TOAA830117HVZLCN08,0.3677678609256126,FALSE,0,FALSE
SAKM710305HDFCRR04,0.3674774104097034,FALSE,0,FALSE
BRBG800426MVZRRL01,0.3665352468472041,FALSE,0,FALSE
COQR740506HPURNM01,0.3660212279364335,FALSE,0,FALSE
SAIF750202MSNNLR02,0.3659128921081408,FALSE,0,FALSE
GUVJ840814MPULLL09,0.3657446556790779,FALSE,0,FALSE
RIAJ770827MAGVMS05,0.36566987769166254,FALSE,0,FALSE
RAMJ711127HAGMJS01,0.365662380477207,FALSE,0,FALSE
COQR740506HPURNM01,0.3648789069371958,FALSE,0,FALSE
PAPT820006MSNLSD06,0.36480898588856764,FALSE,1.63590976574304,FALSE
ALBI891012MAGMRR03,0.3642487367765211,FALSE,0,FALSE
ROGV810204HPUMRR03,0.3639280305946973,FALSE,0,FALSE
PÉFR870922MAGRRG07,0.3637620925916779,FALSE,0,FALSE
QUCT700808MVZNRD03,0.3637217764820031,FALSE,0,FALSE
SEKJ840525HAGDNL04,0.3635475580238058,FALSE,0,FALSE
MABM740126MDFDRL01,0.36261916483909956,FALSE,0,FALSE
KYVÓ881020MSNYLC09,0.36242251469409037,FALSE,0,FALSE
SAIF750202MSNNLR02,0.36179150385492714,FALSE,0,FALSE
ACBL890308MVZÑÑS04,0.361264354862875,FALSE,0,FALSE
SECA790614MDFVRT07,0.3612012300403705,FALSE,0,FALSE
DEOE700126HDFLVS08,0.3611984381131013,FALSE,0,FALSE
FLJB890713MSNLRR07,0.3611290927981982,FALSE,0,FALSE
KAOC830227HPUNVR04,0.36104527574650624,FALSE,0,FALSE
MUVL740524MVZÑLS08,0.36079611201110845,FALSE,0,FALSE
PADV730503HVZNLR03,0.3605449575099968,FALSE,0,FALSE
MUVL740524MVZÑLS08,0.3601709460120621,FALSE,0,FALSE
QUCT700808MVZNRD03,0.35945123612466795,FALSE,0,FALSE
QUAL701124HVZRDR04,0.35850009271370514,FALSE,0,FALSE
HIQJ800720HAGNNZ07,0.3584917553531795,FALSE,0,FALSE
VICM710206HDFLRR09,0.3584674247776992,FALSE,0,FALSE
CACM701113HVZBLR02,0.35756855121397513,FALSE,0,FALSE
MATM720523MDFRMR07,0.35720794294197217,FALSE,0,FALSE
GIPJ830423MDFRZL04,0.35697405479945116,FALSE,0,FALSE
SEKJ840525HAGDNL04,0.3567986013952793,FALSE,0,FALSE
MAFY851121MAGDNM07,0.35678745102084564,FALSE,0,FALSE
QUGX720708HPUNLM05,0.3562083332427435,FALSE,0,FALSE
KYVÓ881020MSNYLC09,0.3561651662621303,FALSE,0,FALSE
GUSG871014HPUTRS07,0.3561614933042086,FALSE,0,FALSE
DEVG720814HSNLLL04,0.3559986965055004,FALSE,0,FALSE
URSM770020MDFBLR05,0.35581116096821086,FALSE,0,FALSE
ADKP840010HDFRRT05,0.3556391809472483,FALSE,0,FALSE
CALR880307MVZDVS01,0.355010567101092,FALSE,0,FALSE
MAPC870422MSNNDT08,0.3547238751346268,FALSE,1.8814674908424909,FALSE
MEMA790019MVZLRX01,0.354578747892578,FALSE,0,FALSE
RIRB880612MPUVNN02,0.3542991131516366,FALSE,0,FALSE
MAFY851121MAGDNM07,0.3541827512785755,FALSE,0,FALSE
JUSP870105MAGRDT02,0.35397210546427205,FALSE,0,FALSE
HOBL810816HDFLRS07,0.3527923899771516,FALSE,1.845276102636869,FALSE
ZAQB730317MPUMST06,0.3525399256689739,FALSE,0,FALSE
RIRB880612MPUVNN02,0.3518685261931488,FALSE,0,FALSE
MAPC870422MSNNDT08,0.3513729730529963,FALSE,1.8814674908424909,FALSE
QUZR821018HAGNMS08,0.3513539357143495,FALSE,0,FALSE
OZAI760012HVZNNS09,0.3505824991470527,FALSE,0,FALSE
CAME720523HSNRNL07,0.3503095121598186,FALSE,0,FALSE
TOMV830418HVZRRC02,0.3500016795243586,FALSE,0,FALSE
VÁCM720719MVZSLR06,0.34887597796178177,FALSE,0,FALSE
QURM860105MVZRCR05,0.3480896718549068,FALSE,0,FALSE
PAOL800909HSNDVS01,0.3480769887533632,FALSE,0,FALSE
OZAI760012HVZNNS09,0.34794967727261117,FALSE,0,FALSE
RODV850121MVZJLR02,0.3478248794132911,FALSE,0,FALSE
VÁMC730310HPUZRR05,0.34746746906665893,FALSE,0,FALSE
COBI870515MSNLRS05,0.34716840145082195,FALSE,0,FALSE
VAPM710714MAGLNR07,0.3469029970458336,FALSE,0,FALSE
XARE810323HVZCNS01,0.34675641773478355,FALSE,0,FALSE
RAAO721023HDFNRT01,0.3467268523266231,FALSE,0,FALSE
ZADB770702HSNYÑR08,0.3453294468530023,FALSE,0,FALSE
QUCM841005HVZÑSR09,0.34485671583598676,FALSE,0,FALSE
KAOC830227HPUNVR04,0.34443185538640403,FALSE,0,FALSE
XARD800608MSNRVN02,0.34435738150372985,FALSE,0,FALSE
GUGE720109MAGJLundefined02,0.34431355209550574,FALSE,0,FALSE
PÉFR870922MAGRRG07,0.3442022594006449,FALSE,0,FALSE
QUGX720708HPUNLM05,0.3440874241854349,FALSE,0,FALSE
CHCM830510HDFHSR05,0.3440290600877856,FALSE,0,FALSE
JUSP870105MAGRDT02,0.34364730607565913,FALSE,0,FALSE
AGZR710721HVZSRF09,0.3429765860479848,FALSE,2.9346783333333333,FALSE
DEMD850311MVZLRR09,0.3426128449641771,FALSE,0,FALSE
DECX710314HSNLRM04,0.34259043579262044,FALSE,0,FALSE
MADS860409HDFTLN07,0.3421000182673528,FALSE,0,FALSE
RARI720809MSNSNR07,0.34201368676268973,FALSE,0,FALSE
MOCF770618MVZNMT09,0.3419158673736009,FALSE,2.9830216666666667,FALSE
VAVE750415HSNLLT06,0.3418638654260937,FALSE,0,FALSE
COCT780822HAGRRD09,0.34170596417957433,FALSE,0,FALSE
VAPM710714MAGLNR07,0.3413016677368259,FALSE,0,FALSE
GIPJ830423MDFRZL04,0.3410438956978203,FALSE,0,FALSE
QURM860105MVZRCR05,0.34094039756396927,FALSE,0,FALSE
RACR710811MDFYLF03,0.3408348323447405,FALSE,0,FALSE
URCM710904MSNBHT04,0.3408047306292308,FALSE,0,FALSE
CHVC780713MPUHLS09,0.34029256856043727,FALSE,0,FALSE
VAVE750415HSNLLT06,0.34001524195201693,FALSE,0,FALSE
VÉLL880102MAGLNL01,0.3398247569754339,FALSE,0,FALSE
JAGC700620HSNMDS01,0.3393508327604842,FALSE,2.5089083333333333,FALSE
MEMA790019MVZLRX01,0.3392501559824238,FALSE,0,FALSE
CECS710311HVZRRR01,0.3390359740948741,FALSE,0,FALSE
NEGX890007HDFVLM02,0.33882962510519565,FALSE,0,FALSE
PRVA831001HAGRLS07,0.33881923909038514,FALSE,0,FALSE
PRDC720505HVZR R06,0.3382435399141157,FALSE,0,FALSE
ALMD740204MAGFSN07,0.3382285320151743,FALSE,0,FALSE
